episode,initial_cost,final_cost,episode_reward,steps,invalid_action,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction
0,0.04972213503402197,0.05356485547735812,-3.8427205085754395,5,,0.22013116562739016,-0.0035542836878448723,0.5695640918011037,6.1096589982509615,-0.002178090810775757,0.0
1,0.04972213503402197,0.05259580506843084,-2.8736701011657715,5,,0.22013116562739016,-0.0035542836878448723,0.5695640918011037,6.1096589982509615,-0.002178090810775757,0.0
2,0.04972213503402197,0.05206121793599129,-2.339082956314087,5,,0.22013116562739016,-0.0035542836878448723,0.5695640918011037,6.1096589982509615,-0.002178090810775757,0.0
3,0.04972213503402197,0.052008788482342846,-2.286653518676758,5,,0.22013116562739016,-0.0035542836878448723,0.5695640918011037,6.1096589982509615,-0.002178090810775757,0.0
4,0.04972213503402197,0.052795397868024264,-3.073262929916382,5,,-0.024599983543157577,-0.007892271131277084,0.08876135775932426,6.108839589357376,0.0028721213340759276,0.0
5,0.04972213503402197,0.05240151759513792,-2.679382562637329,5,,-0.024599983543157577,-0.007892271131277084,0.08876135775932426,6.108839589357376,0.0028721213340759276,0.0
6,0.04972213503402197,0.05220321216223744,-2.481077194213867,5,,-0.024599983543157577,-0.007892271131277084,0.08876135775932426,6.108839589357376,0.0028721213340759276,0.0
7,0.04972213503402197,0.05266374125563564,-2.941606283187866,5,,-0.024599983543157577,-0.007892271131277084,0.08876135775932426,6.108839589357376,0.0028721213340759276,0.0
8,0.04972213503402197,0.052630073186833895,-2.907938241958618,5,,0.011069179838523268,-0.012904208898544312,0.17012561879824944,6.1089424133300785,0.010249656438827515,0.0
9,0.04972213503402197,0.0519254452830509,-2.203310251235962,5,,0.011069179838523268,-0.012904208898544312,0.17012561879824944,6.1089424133300785,0.010249656438827515,0.0
10,0.04972213503402197,0.05273387722138396,-3.011742115020752,5,,0.011069179838523268,-0.012904208898544312,0.17012561879824944,6.1089424133300785,0.010249656438827515,0.0
11,0.04972213503402197,0.052969853199480554,-3.247718095779419,5,,0.011069179838523268,-0.012904208898544312,0.17012561879824944,6.1089424133300785,0.010249656438827515,0.0
12,0.04972213503402197,0.05336825146719496,-3.6461164951324463,5,,-0.02658342244103551,-0.018762369314208625,0.10648526782824774,6.106369161605835,0.003693455457687378,0.0
13,0.04972213503402197,0.053334234891362346,-3.6120998859405518,5,,-0.02658342244103551,-0.018762369314208625,0.10648526782824774,6.106369161605835,0.003693455457687378,0.0
14,0.04972213503402197,0.05363798317709696,-3.9158482551574707,5,,-0.02658342244103551,-0.018762369314208625,0.10648526782824774,6.106369161605835,0.003693455457687378,0.0
15,0.04972213503402197,0.053048946344041906,-3.3268113136291504,5,,-0.02658342244103551,-0.018762369314208625,0.10648526782824774,6.106369161605835,0.003693455457687378,0.0
16,0.04972213503402197,0.05265959634316762,-2.9374613761901855,5,,-0.038711183425039056,-0.028282227646559476,0.10109975824234425,6.09788368344307,0.004270058870315552,0.0375
17,0.04972213503402197,0.05227381240373295,-2.5516774654388428,5,,-0.038711183425039056,-0.028282227646559476,0.10109975824234425,6.09788368344307,0.004270058870315552,0.0375
18,0.04972213503402197,0.05248520255263651,-2.7630674839019775,5,,-0.038711183425039056,-0.028282227646559476,0.10109975824234425,6.09788368344307,0.004270058870315552,0.0375
19,0.04972213503402197,0.05245026866654649,-2.7281336784362793,5,,-0.038711183425039056,-0.028282227646559476,0.10109975824234425,6.09788368344307,0.004270058870315552,0.0375
20,0.04972213503402197,0.05363956546346314,-3.9174304008483887,5,,0.1733903169631958,-0.04228376299142837,0.5531020010617794,6.087692111730576,-0.023016566038131715,0.025
21,0.04972213503402197,0.052185494379664854,-2.4633593559265137,5,,0.1733903169631958,-0.04228376299142837,0.5531020010617794,6.087692111730576,-0.023016566038131715,0.025
22,0.04972213503402197,0.05367291974958805,-3.950784683227539,5,,0.1733903169631958,-0.04228376299142837,0.5531020010617794,6.087692111730576,-0.023016566038131715,0.025
23,0.04972213503402197,0.05225422530111451,-2.532090187072754,5,,0.1733903169631958,-0.04228376299142837,0.5531020010617794,6.087692111730576,-0.023016566038131715,0.025
24,0.04972213503402197,0.05136880903947106,-1.6466740369796753,5,,0.05297557543963194,-0.049436691030859944,0.32642219841740144,6.079883676767349,0.006703776121139526,0.05
25,0.04972213503402197,0.052111251353501524,-2.3891162872314453,5,,0.05297557543963194,-0.049436691030859944,0.32642219841740144,6.079883676767349,0.006703776121139526,0.05
26,0.04972213503402197,0.05111152536107273,-1.3893903493881226,5,,0.05297557543963194,-0.049436691030859944,0.32642219841740144,6.079883676767349,0.006703776121139526,0.05
27,0.04972213503402197,0.05208613270092855,-2.3639976978302,5,,0.05297557543963194,-0.049436691030859944,0.32642219841740144,6.079883676767349,0.006703776121139526,0.05
28,0.04972213503402197,0.05245214016053605,-2.7300050258636475,5,,0.2222233211621642,-0.029617358185350894,0.6251225407059792,6.072059744596482,0.002507293224334717,0.075
29,0.04972213503402197,0.05355577359630407,-3.8336386680603027,5,,0.2222233211621642,-0.029617358185350894,0.6251225407059792,6.072059744596482,0.002507293224334717,0.075
30,0.04972213503402197,0.05409552306983042,-4.373387813568115,5,,0.2222233211621642,-0.029617358185350894,0.6251225407059792,6.072059744596482,0.002507293224334717,0.075
31,0.04972213503402197,0.053010057464110055,-3.2879223823547363,5,,0.2222233211621642,-0.029617358185350894,0.6251225407059792,6.072059744596482,0.002507293224334717,0.075
32,0.04972213503402197,0.05235217901222944,-2.6300439834594727,5,,0.03506972342729568,-0.021464427164755762,0.23471628613310713,6.082399046421051,0.008399194478988648,0.0
33,0.04972213503402197,0.05271444503115853,-2.992310047149658,5,,0.03506972342729568,-0.021464427164755762,0.23471628613310713,6.082399046421051,0.008399194478988648,0.0
34,0.04972213503402197,0.051572384059057015,-1.8502490520477295,5,,0.03506972342729568,-0.021464427164755762,0.23471628613310713,6.082399046421051,0.008399194478988648,0.0
35,0.04972213503402197,0.05234720120427922,-2.6250662803649902,5,,0.03506972342729568,-0.021464427164755762,0.23471628613310713,6.082399046421051,0.008399194478988648,0.0
36,0.04972213503402197,0.05242043646707543,-2.698301315307617,5,,-0.08538773246109485,-0.04819862619042396,0.046958287674493705,6.066824901103973,-0.044219857454299925,0.1125
37,0.04972213503402197,0.052385266949411355,-2.6631319522857666,5,,-0.08538773246109485,-0.04819862619042396,0.046958287674493705,6.066824901103973,-0.044219857454299925,0.1125
38,0.04972213503402197,0.05240187399864337,-2.679738998413086,5,,-0.08538773246109485,-0.04819862619042396,0.046958287674493705,6.066824901103973,-0.044219857454299925,0.1125
39,0.04972213503402197,0.05289968664351229,-3.177551507949829,5,,-0.08538773246109485,-0.04819862619042396,0.046958287674493705,6.066824901103973,-0.044219857454299925,0.1125
40,0.04972213503402197,0.051286099415734886,-1.5639643669128418,5,,0.12412471398711204,-0.05900512207299471,0.486992807185743,6.036656820774079,0.04102182984352112,0.1
41,0.04972213503402197,0.052894908888319055,-3.172773838043213,5,,0.12412471398711204,-0.05900512207299471,0.486992807185743,6.036656820774079,0.04102182984352112,0.1
42,0.04972213503402197,0.05307343665457682,-3.351301670074463,5,,0.12412471398711204,-0.05900512207299471,0.486992807185743,6.036656820774079,0.04102182984352112,0.1
43,0.04972213503402197,0.05217659362547911,-2.454458475112915,5,,0.12412471398711204,-0.05900512207299471,0.486992807185743,6.036656820774079,0.04102182984352112,0.1
44,0.04972213503402197,0.05203153620200944,-2.309401273727417,5,,-0.03040435225702822,-0.05333409858867526,0.16507729850927716,5.96089026927948,-0.018394535779953,0.2625
45,0.04972213503402197,0.05211892922565237,-2.396794080734253,5,,-0.03040435225702822,-0.05333409858867526,0.16507729850927716,5.96089026927948,-0.018394535779953,0.2625
46,0.04972213503402197,0.053049849054785186,-3.327713966369629,5,,-0.03040435225702822,-0.05333409858867526,0.16507729850927716,5.96089026927948,-0.018394535779953,0.2625
47,0.04972213503402197,0.052458441814519814,-2.736306667327881,5,,-0.03040435225702822,-0.05333409858867526,0.16507729850927716,5.96089026927948,-0.018394535779953,0.2625
48,0.04972213503402197,0.052983573358832636,-3.2614383697509766,5,,-0.032987184915691616,-0.07348742500180379,0.20056529827088526,5.978241384029388,0.03446626663208008,0.2625
49,0.04972213503402197,0.05317208163433039,-3.449946641921997,5,,-0.032987184915691616,-0.07348742500180379,0.20056529827088526,5.978241384029388,0.03446626663208008,0.2625
50,0.04972213503402197,0.05355512659205277,-3.832991600036621,5,,-0.032987184915691616,-0.07348742500180379,0.20056529827088526,5.978241384029388,0.03446626663208008,0.2625
51,0.04972213503402197,0.052315810511294886,-2.593675374984741,5,,-0.032987184915691616,-0.07348742500180379,0.20056529827088526,5.978241384029388,0.03446626663208008,0.2625
52,0.04972213503402197,0.052794106851245894,-3.071971893310547,5,,0.029597900062799453,-0.08185272794216872,0.3426969365107652,5.989784699678421,-0.002310943603515625,0.2875
53,0.04972213503402197,0.052315501967651674,-2.593366861343384,5,,0.029597900062799453,-0.08185272794216872,0.3426969365107652,5.989784699678421,-0.002310943603515625,0.2875
54,0.04972213503402197,0.051967774792660716,-2.2456398010253906,5,,0.029597900062799453,-0.08185272794216872,0.3426969365107652,5.989784699678421,-0.002310943603515625,0.2875
55,0.04972213503402197,0.05357680850250677,-3.854673385620117,5,,0.029597900062799453,-0.08185272794216872,0.3426969365107652,5.989784699678421,-0.002310943603515625,0.2875
56,0.04972213503402197,0.05239300541231764,-2.670870304107666,5,,-0.0033756243530660866,-0.07627748342929408,0.26406090844598396,5.912859869003296,0.05317745208740234,0.325
57,0.04972213503402197,0.0536696330101469,-3.947498083114624,5,,-0.0033756243530660866,-0.07627748342929408,0.26406090844598396,5.912859869003296,0.05317745208740234,0.325
58,0.04972213503402197,0.05309947207074936,-3.3773369789123535,5,,-0.0033756243530660866,-0.07627748342929408,0.26406090844598396,5.912859869003296,0.05317745208740234,0.325
59,0.04972213503402197,0.05343544303973823,-3.713308095932007,5,,-0.0033756243530660866,-0.07627748342929408,0.26406090844598396,5.912859869003296,0.05317745208740234,0.325
60,0.04972213503402197,0.05217928347639111,-2.457148551940918,5,,-0.02252430096268654,-0.10031516551971435,0.27479005637942466,5.960415995121002,0.019274264574050903,0.2875
61,0.04972213503402197,0.05362499731624016,-3.902862310409546,5,,-0.02252430096268654,-0.10031516551971435,0.27479005637942466,5.960415995121002,0.019274264574050903,0.2875
62,0.04972213503402197,0.05318107774279076,-3.4589426517486572,5,,-0.02252430096268654,-0.10031516551971435,0.27479005637942466,5.960415995121002,0.019274264574050903,0.2875
63,0.04972213503402197,0.05264634842719666,-2.924213409423828,5,,-0.02252430096268654,-0.10031516551971435,0.27479005637942466,5.960415995121002,0.019274264574050903,0.2875
64,0.04972213503402197,0.05199821833096118,-2.27608323097229,5,,-0.07675291961058975,-0.06596433222293854,0.09716227247419056,5.936972266435623,0.00021942257881164552,0.175
65,0.04972213503402197,0.05211356363791491,-2.3914287090301514,5,,-0.07675291961058975,-0.06596433222293854,0.09716227247419056,5.936972266435623,0.00021942257881164552,0.175
66,0.04972213503402197,0.05237154530922886,-2.6494102478027344,5,,-0.07675291961058975,-0.06596433222293854,0.09716227247419056,5.936972266435623,0.00021942257881164552,0.175
67,0.04972213503402197,0.0518781087184716,-2.1559736728668213,5,,-0.07675291961058975,-0.06596433222293854,0.09716227247419056,5.936972266435623,0.00021942257881164552,0.175
68,0.04972213503402197,0.05306926931865847,-3.3471343517303467,5,,0.027382674068212508,-0.08154773991554976,0.3361797063105314,5.915944641828537,0.04098211526870728,0.2125
