episode,initial_cost,final_cost,episode_reward,steps,invalid_action,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction
0,0.048069342973456206,0.08800755303130212,-39.938209533691406,133,,34.025301208782636,0.00964767250105042,68.1418878662654,5.5290469350223255,0.013356172500696397,0.2542293233082707
1,0.048069342973456206,0.09111789843285113,-43.04855728149414,133,,34.025301208782636,0.00964767250105042,68.1418878662654,5.5290469350223255,0.013356172500696397,0.2542293233082707
2,0.048069342973456206,0.0900596930902632,-41.99034881591797,133,,34.025301208782636,0.00964767250105042,68.1418878662654,5.5290469350223255,0.013356172500696397,0.2542293233082707
3,0.048069342973456206,0.08756799289787696,-39.49864959716797,133,,34.025301208782636,0.00964767250105042,68.1418878662654,5.5290469350223255,0.013356172500696397,0.2542293233082707
4,0.048069342973456206,0.08689030769408694,-38.82096481323242,133,,4.506172634057238,0.020428407857033926,9.079011966939223,5.376174805083669,0.05093615911060706,0.44783834586466165
5,0.048069342973456206,0.09020323490192161,-42.13389205932617,133,,4.506172634057238,0.020428407857033926,9.079011966939223,5.376174805083669,0.05093615911060706,0.44783834586466165
6,0.048069342973456206,0.09038715982563517,-42.31781768798828,133,,4.506172634057238,0.020428407857033926,9.079011966939223,5.376174805083669,0.05093615911060706,0.44783834586466165
7,0.048069342973456206,0.08923808453208608,-41.16874313354492,133,,4.506172634057238,0.020428407857033926,9.079011966939223,5.376174805083669,0.05093615911060706,0.44783834586466165
8,0.048069342973456206,0.0871057782481777,-39.036434173583984,133,,2.7896158697234146,0.005313186483287876,5.672397657688568,5.18961403154789,0.046072114903227726,0.4544172932330827
9,0.048069342973456206,0.0879145107586322,-39.84516906738281,133,,2.7896158697234146,0.005313186483287876,5.672397657688568,5.18961403154789,0.046072114903227726,0.4544172932330827
10,0.048069342973456206,0.08900595278847771,-40.93661117553711,133,,2.7896158697234146,0.005313186483287876,5.672397657688568,5.18961403154789,0.046072114903227726,0.4544172932330827
11,0.048069342973456206,0.08751530694082281,-39.44596481323242,133,,2.7896158697234146,0.005313186483287876,5.672397657688568,5.18961403154789,0.046072114903227726,0.4544172932330827
12,0.048069342973456206,0.08449041748326201,-36.42107391357422,133,,2.1401118242778794,0.0037844156302840807,4.376443483485199,5.189434303825063,0.022745381060399507,0.13674812030075187
13,0.048069342973456206,0.08849976952358413,-40.43042755126953,133,,2.1401118242778794,0.0037844156302840807,4.376443483485199,5.189434303825063,0.022745381060399507,0.13674812030075187
14,0.048069342973456206,0.08823433663380927,-40.16499328613281,133,,2.1401118242778794,0.0037844156302840807,4.376443483485199,5.189434303825063,0.022745381060399507,0.13674812030075187
15,0.048069342973456206,0.08695242582371608,-38.88308334350586,133,,2.1401118242778794,0.0037844156302840807,4.376443483485199,5.189434303825063,0.022745381060399507,0.13674812030075187
16,0.048069342973456206,0.08835179276187431,-40.28245162963867,133,,0.947487082847051,0.0007753808550708192,1.9988385189154214,5.270755646596277,0.030346015678312546,0.287593984962406
17,0.048069342973456206,0.09090970463377744,-42.840362548828125,133,,0.947487082847051,0.0007753808550708192,1.9988385189154214,5.270755646596277,0.030346015678312546,0.287593984962406
18,0.048069342973456206,0.08711157900249551,-39.042236328125,133,,0.947487082847051,0.0007753808550708192,1.9988385189154214,5.270755646596277,0.030346015678312546,0.287593984962406
19,0.048069342973456206,0.0880180265421316,-39.94868469238281,133,,0.947487082847051,0.0007753808550708192,1.9988385189154214,5.270755646596277,0.030346015678312546,0.287593984962406
