episode,initial_cost,final_cost,episode_reward,steps,invalid_action,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction
0,0.048069342973456206,0.08800755303130212,-39.938209533691406,133,,41.47884124330476,-0.0004740659973787186,83.06981933364798,5.559452349081972,0.00013412972141925553,0.0
1,0.048069342973456206,0.09111789843285113,-43.04855728149414,133,,41.47884124330476,-0.0004740659973787186,83.06981933364798,5.559452349081972,0.00013412972141925553,0.0
2,0.048069342973456206,0.0900596930902632,-41.99034881591797,133,,41.47884124330476,-0.0004740659973787186,83.06981933364798,5.559452349081972,0.00013412972141925553,0.0
3,0.048069342973456206,0.08756799289787696,-39.49864959716797,133,,41.47884124330476,-0.0004740659973787186,83.06981933364798,5.559452349081972,0.00013412972141925553,0.0
4,0.048069342973456206,0.08866074848355773,-40.59140396118164,133,,27.787611808767892,-0.00044151901834665387,55.687385695545295,5.563947889141571,-0.000515414808029519,0.0
5,0.048069342973456206,0.09041566804135,-42.3463249206543,133,,27.787611808767892,-0.00044151901834665387,55.687385695545295,5.563947889141571,-0.000515414808029519,0.0
6,0.048069342973456206,0.09165876515474913,-43.589420318603516,133,,27.787611808767892,-0.00044151901834665387,55.687385695545295,5.563947889141571,-0.000515414808029519,0.0
7,0.048069342973456206,0.09059700953170527,-42.52766799926758,133,,27.787611808767892,-0.00044151901834665387,55.687385695545295,5.563947889141571,-0.000515414808029519,0.0
8,0.048069342973456206,0.0877819865763091,-39.712642669677734,133,,14.205756438742007,-0.0037084913329410375,28.530075339334353,5.557276290162165,0.001066626238643675,0.0009398496240601503
9,0.048069342973456206,0.09146672388970584,-43.39738082885742,133,,14.205756438742007,-0.0037084913329410375,28.530075339334353,5.557276290162165,0.001066626238643675,0.0009398496240601503
10,0.048069342973456206,0.0895037054987192,-41.434364318847656,133,,14.205756438742007,-0.0037084913329410375,28.530075339334353,5.557276290162165,0.001066626238643675,0.0009398496240601503
11,0.048069342973456206,0.08812250178605072,-40.053157806396484,133,,14.205756438742007,-0.0037084913329410375,28.530075339334353,5.557276290162165,0.001066626238643675,0.0009398496240601503
12,0.048069342973456206,0.08764539978594521,-39.57605743408203,133,,6.061511022668976,-0.0028500622138381004,12.239943551109697,5.561070130283671,0.0004961324813670682,0.0
13,0.048069342973456206,0.08967353005822254,-41.60418701171875,133,,6.061511022668976,-0.0028500622138381004,12.239943551109697,5.561070130283671,0.0004961324813670682,0.0
14,0.048069342973456206,0.08729078996707924,-39.2214469909668,133,,6.061511022668976,-0.0028500622138381004,12.239943551109697,5.561070130283671,0.0004961324813670682,0.0
15,0.048069342973456206,0.08994390671520605,-41.87456512451172,133,,6.061511022668976,-0.0028500622138381004,12.239943551109697,5.561070130283671,0.0004961324813670682,0.0
16,0.048069342973456206,0.08894111404724599,-40.87177276611328,133,,3.0398760225791905,-0.0031631798325876767,6.19703701368176,5.5479313914937185,3.855501798758829e-05,0.0
17,0.048069342973456206,0.0901413730023608,-42.07202911376953,133,,3.0398760225791905,-0.0031631798325876767,6.19703701368176,5.5479313914937185,3.855501798758829e-05,0.0
18,0.048069342973456206,0.08816009607661518,-40.09075164794922,133,,3.0398760225791905,-0.0031631798325876767,6.19703701368176,5.5479313914937185,3.855501798758829e-05,0.0
19,0.048069342973456206,0.09063327003493725,-42.563926696777344,133,,3.0398760225791905,-0.0031631798325876767,6.19703701368176,5.5479313914937185,3.855501798758829e-05,0.0
20,0.048069342973456206,0.09055456816582115,-42.485225677490234,133,,1.7540445231265367,-0.0033698218132376225,3.6260493334830928,5.561031902643075,0.0007405507385282588,0.0009398496240601503
21,0.048069342973456206,0.08999775195511224,-41.928409576416016,133,,1.7540445231265367,-0.0033698218132376225,3.6260493334830928,5.561031902643075,0.0007405507385282588,0.0009398496240601503
22,0.048069342973456206,0.09078176538292881,-42.71242141723633,133,,1.7540445231265367,-0.0033698218132376225,3.6260493334830928,5.561031902643075,0.0007405507385282588,0.0009398496240601503
23,0.048069342973456206,0.08929457693623646,-41.22523498535156,133,,1.7540445231265367,-0.0033698218132376225,3.6260493334830928,5.561031902643075,0.0007405507385282588,0.0009398496240601503
24,0.048069342973456206,0.0877241669731152,-39.654823303222656,133,,1.0709863880761248,-0.0043953611459443,2.2618508014400818,5.554365518397855,-0.0018240513658165035,0.0014097744360902255
25,0.048069342973456206,0.08825600058802094,-40.1866569519043,133,,1.0709863880761248,-0.0043953611459443,2.2618508014400818,5.554365518397855,-0.0018240513658165035,0.0014097744360902255
26,0.048069342973456206,0.09190323805438823,-43.83389663696289,133,,1.0709863880761248,-0.0043953611459443,2.2618508014400818,5.554365518397855,-0.0018240513658165035,0.0014097744360902255
