seed,episodes,rollout_episodes,best_cost,initial_cost,final_cost,best_cost_from_history,best_improvement_pct,final_improvement_pct,episode_reward,wirelength,density_cost,congestion_cost,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,train_runtime_sec,last_history_reward,last_history_loss
1,100,4,0.1113420849641226,0.053414571917808205,0.1964828913894321,0.1113420849641226,-108.44889506079068,-267.8451110527865,-143.0683135986328,57373.004285714174,0.2563349670979493,0.5692258671912543,956.0974426269531,-0.0013936539180576801,1912.3113403320312,5.682247757911682,-0.0013573169708251953,0.0,234.78093067600275,-143.0683135986328,956.0974426269531
2,100,4,0.11516620759947817,0.053414571917808205,0.24471158349641237,0.11516620759947817,-115.60821975076469,-358.1363749820234,-191.29701232910156,71455.78238095241,0.2542239163905297,0.5666145960482813,2971.5023193359375,-0.0030003925785422325,5943.1243896484375,5.689593195915222,-0.002315305173397064,0.0,261.8291108839985,-191.29701232910156,2971.5023193359375
3,100,4,0.1310981637312458,0.053414571917808205,0.2726620662100457,0.1310981637312458,-145.43520433520163,-410.4638236726957,-219.24749755859375,79617.32333333333,0.2542464687893814,0.5743531307167318,915.7064056396484,-0.005088774487376213,1831.5368347167969,5.692842960357666,0.0011092796921730042,0.0,196.55291919199954,-219.24749755859375,915.7064056396484
