episode,initial_cost,final_cost,episode_reward,steps,invalid_action,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction
0,0.048069342973456206,0.0897415507523479,-41.67220687866211,133,,42.905592642785784,0.010948809515859904,85.90006120080398,5.538682236035068,0.0008285847821630034,0.19172932330827067
1,0.048069342973456206,0.0890324928769256,-40.96315002441406,133,,42.905592642785784,0.010948809515859904,85.90006120080398,5.538682236035068,0.0008285847821630034,0.19172932330827067
2,0.048069342973456206,0.08977393893343465,-41.70459747314453,133,,42.905592642785784,0.010948809515859904,85.90006120080398,5.538682236035068,0.0008285847821630034,0.19172932330827067
3,0.048069342973456206,0.09103810068615015,-42.96875762939453,133,,42.905592642785784,0.010948809515859904,85.90006120080398,5.538682236035068,0.0008285847821630034,0.19172932330827067
4,0.048069342973456206,0.08871903254493144,-40.649688720703125,133,,4.042935795216345,0.023847014397565237,8.146572495634102,5.419746573706319,0.046581813939531945,0.4868421052631579
5,0.048069342973456206,0.08999682492604932,-41.92748260498047,133,,4.042935795216345,0.023847014397565237,8.146572495634102,5.419746573706319,0.046581813939531945,0.4868421052631579
6,0.048069342973456206,0.0914070264175502,-43.337684631347656,133,,4.042935795216345,0.023847014397565237,8.146572495634102,5.419746573706319,0.046581813939531945,0.4868421052631579
7,0.048069342973456206,0.09061925695248706,-42.5499153137207,133,,4.042935795216345,0.023847014397565237,8.146572495634102,5.419746573706319,0.046581813939531945,0.4868421052631579
8,0.048069342973456206,0.08961791410522668,-41.5485725402832,133,,0.8488814367718392,-0.002462391340903784,1.8093461408860938,5.332924820874867,0.05096707140144549,0.4318609022556391
9,0.048069342973456206,0.08708789077139314,-39.01854705810547,133,,0.8488814367718392,-0.002462391340903784,1.8093461408860938,5.332924820874867,0.05096707140144549,0.4318609022556391
10,0.048069342973456206,0.08882248900025078,-40.75314712524414,133,,0.8488814367718392,-0.002462391340903784,1.8093461408860938,5.332924820874867,0.05096707140144549,0.4318609022556391
11,0.048069342973456206,0.08832386028924122,-40.2545166015625,133,,0.8488814367718392,-0.002462391340903784,1.8093461408860938,5.332924820874867,0.05096707140144549,0.4318609022556391
12,0.048069342973456206,0.08860747299787496,-40.53813171386719,133,,1.162917367182672,0.011272924169906787,2.4076324996475624,5.2171807941189385,0.019094659757793397,0.30545112781954886
13,0.048069342973456206,0.08566881557307214,-37.59947204589844,133,,1.162917367182672,0.011272924169906787,2.4076324996475624,5.2171807941189385,0.019094659757793397,0.30545112781954886
14,0.048069342973456206,0.0893372574597579,-41.267913818359375,133,,1.162917367182672,0.011272924169906787,2.4076324996475624,5.2171807941189385,0.019094659757793397,0.30545112781954886
15,0.048069342973456206,0.08711538167276117,-39.04603958129883,133,,1.162917367182672,0.011272924169906787,2.4076324996475624,5.2171807941189385,0.019094659757793397,0.30545112781954886
16,0.048069342973456206,0.09026448287476978,-42.19514083862305,133,,1.3543737726356078,0.022742951294727608,2.768080498554963,5.240943054283472,0.045645411749531455,0.29605263157894735
17,0.048069342973456206,0.08722403322608933,-39.15468978881836,133,,1.3543737726356078,0.022742951294727608,2.768080498554963,5.240943054283472,0.045645411749531455,0.29605263157894735
18,0.048069342973456206,0.0880993492199185,-40.030006408691406,133,,1.3543737726356078,0.022742951294727608,2.768080498554963,5.240943054283472,0.045645411749531455,0.29605263157894735
19,0.048069342973456206,0.08751090439007421,-39.44156265258789,133,,1.3543737726356078,0.022742951294727608,2.768080498554963,5.240943054283472,0.045645411749531455,0.29605263157894735
